Time,Bid,Ask
20191001 00:15:24.660,1.22888,1.22895
20191001 00:15:26.026,1.22889,1.22895
20191001 00:15:27.286,1.22888,1.22895
20191001 00:15:28.499,1.22889,1.22895
20191001 00:15:31.074,1.22888,1.22895
20191001 00:15:40.140,1.22888,1.2289700000000001
20191001 00:15:42.368,1.2288700000000001,1.2289700000000001
20191001 00:15:43.777,1.22888,1.2289700000000001
20191001 00:15:47.560,1.22889,1.2289700000000001
20191001 00:15:48.704,1.22888,1.2289700000000001
20191001 00:16:08.579,1.22889,1.2289700000000001
20191001 00:16:09.830,1.22888,1.2289700000000001
20191001 00:16:10.331,1.22889,1.22896
20191001 00:16:10.718,1.2289,1.2289700000000001
20191001 00:16:10.775,1.22891,1.2289700000000001
20191001 00:16:10.827,1.2289,1.2289700000000001
20191001 00:16:16.965,1.22891,1.22898
20191001 00:16:21.616,1.2289299999999999,1.229
20191001 00:16:21.836,1.22894,1.229
20191001 00:16:25.140,1.22894,1.22899
20191001 00:16:25.683,1.2289299999999999,1.22899
20191001 00:16:28.076,1.22892,1.22899
20191001 00:16:30.039,1.22892,1.2289700000000001
20191001 00:16:35.237,1.22892,1.22898
20191001 00:16:35.897,1.22892,1.22896
20191001 00:16:40.873,1.22892,1.22895
20191001 00:16:42.303,1.22892,1.22896
20191001 00:16:47.403,1.22892,1.2289700000000001
20191001 00:16:48.775,1.22892,1.22898
20191001 00:16:48.885,1.22891,1.22898
20191001 00:16:53.896,1.22891,1.2289700000000001
20191001 00:16:56.458,1.22891,1.22898
20191001 00:16:57.717,1.22891,1.2289700000000001
20191001 00:16:59.131,1.22891,1.22898
20191001 00:17:00.133,1.2289,1.22898
20191001 00:17:00.255,1.2289,1.2289700000000001
20191001 00:17:00.257,1.22891,1.2289700000000001
20191001 00:17:01.425,1.22891,1.22896
20191001 00:17:07.818,1.22891,1.22899
20191001 00:17:14.378,1.2289,1.22901
20191001 00:17:18.044,1.2289,1.22898
20191001 00:17:18.824,1.22892,1.22898
20191001 00:17:20.260,1.22892,1.22899
20191001 00:17:22.713,1.22892,1.22898
20191001 00:17:22.933,1.22892,1.22899
20191001 00:17:24.028,1.22892,1.229
20191001 00:17:25.241,1.22892,1.22899
20191001 00:17:27.572,1.22892,1.229
20191001 00:17:28.764,1.22892,1.22899
20191001 00:17:31.080,1.22892,1.229
20191001 00:17:31.191,1.22892,1.22898
20191001 00:17:32.475,1.22892,1.22899
20191001 00:17:34.339,1.22891,1.22899
20191001 00:17:34.784,1.22891,1.22898
20191001 00:17:35.990,1.22891,1.2289700000000001
20191001 00:17:37.458,1.22891,1.22898
20191001 00:17:38.621,1.22891,1.2289700000000001
20191001 00:17:39.790,1.22891,1.22896
20191001 00:17:40.943,1.22891,1.2289700000000001
20191001 00:17:48.707,1.22891,1.22898
20191001 00:17:49.971,1.22891,1.2289700000000001
20191001 00:17:55.066,1.2289,1.2289700000000001
20191001 00:17:55.459,1.22891,1.2289700000000001
20191001 00:17:56.111,1.22891,1.22896
20191001 00:17:56.342,1.2289,1.22896
20191001 00:17:57.404,1.2289,1.2289700000000001
20191001 00:17:57.512,1.22891,1.2289700000000001
20191001 00:17:58.449,1.2289,1.22895
20191001 00:17:58.564,1.22889,1.22895
20191001 00:17:58.854,1.22889,1.22898
20191001 00:18:00.042,1.2289,1.22899
20191001 00:18:00.152,1.22892,1.22901
20191001 00:18:00.551,1.22894,1.22901
20191001 00:18:00.782,1.22891,1.22901
20191001 00:18:01.827,1.2289299999999999,1.22901
20191001 00:18:02.969,1.22894,1.22901
20191001 00:18:03.295,1.22894,1.22902
20191001 00:18:05.590,1.22894,1.229
20191001 00:18:08.866,1.22892,1.229
20191001 00:18:10.781,1.22894,1.229
20191001 00:18:11.874,1.22895,1.229
20191001 00:18:12.202,1.22895,1.22902
20191001 00:18:12.477,1.22895,1.22901
20191001 00:18:14.120,1.22895,1.229
20191001 00:18:14.176,1.2289299999999999,1.229
